name,latin_name,hindi_name,preview,rasa,guna,virya,vipaka,prabhava,pacify_dosha,aggravate_dosha,tridosha,category,therapeutic_uses,contraindications,source_url,pacify_vata,pacify_pitta,pacify_kapha,aggravate_vata,aggravate_pitta,aggravate_kapha
Shunthi,Zingiber officinale,सोंठ,"Dry ginger is known as the 'universal medicine'. It aids digestion, reduces inflammation, and pacifies Vata and Kapha.",Katu,"Laghu, Snigdha",Ushna,Madhura,"Deepana, Pachana, rasayan, Hridaya","Vata, Kapha",Pitta,False,"Cardiac, Digestive, Rejuvenation","Cardiac; Digestive; Dry ginger is known as the 'universal medicine'. It aids digestion, reduces inflammation, and pacifies Vata and Kapha.; Rejuvenation","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/shunthi.html,1,0,1,0,1,0
Brahmi,Bacopa monnieri,ब्राह्मी,"Brahmi (Bacopa monnieri) is a premier herb for the brain and nervous system, enhancing memory, concentration, and calming the mind.","Tikta, Kashaya",Laghu,Sheeta,Madhura,"Medhya, rasayan, Jwaraghna","Vata, Pitta",Kapha,False,"Anti-pyretic, Neurological, Rejuvenation","Anti-pyretic; Brahmi (Bacopa monnieri) is a premier herb for the brain and nervous system, enhancing memory, concentration, and calming the mind.; Neurological; Rejuvenation","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Kapha dosha; avoid in congestion, obesity, lethargy conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/brahmi.html,1,1,0,0,0,1
Musta,,,"Nut grass is one of the best herbs for digestive issues, particularly for absorbing fluids and regulating menstruation.","Tikta, Katu, Kashaya","Laghu, Ruksha",Sheeta,Katu,"Deepana, Pachana, Grahi, Jwaraghna","Pitta, Kapha",Vata,False,"Anti-pyretic, Digestive","Anti-pyretic; Digestive; Nut grass is one of the best herbs for digestive issues, particularly for absorbing fluids and regulating menstruation.","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/musta.html,0,1,1,1,0,0
Vidanga,,,False black pepper is the primary Ayurvedic herb for eliminating intestinal worms and parasites.,"Katu, Kashaya","Laghu, Ruksha, Tikshna",Ushna,Katu,"Krimighna, Lekhana, Deepana","Vata, Kapha",Pitta,False,"Anti-parasitic, Digestive, Metabolic",Anti-parasitic; Digestive; False black pepper is the primary Ayurvedic herb for eliminating intestinal worms and parasites.; Metabolic,"Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/vidanga.html,1,0,1,0,1,0
Arjuna,Terminalia arjuna,अर्जुन,"Arjuna is the foremost cardiotonic in Ayurveda, strengthening the heart muscle and supporting overall cardiovascular health.",Kashaya,"Laghu, Ruksha",Sheeta,Katu,"Hridaya, Raktashodhak, Sandhanakaraka","Pitta, Kapha",Vata,False,"Blood Purification, Cardiac","Arjuna is the foremost cardiotonic in Ayurveda, strengthening the heart muscle and supporting overall cardiovascular health.; Blood Purification; Cardiac","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/arjuna.html,0,1,1,1,0,0
Punarnava,,,"Known for its diuretic and rejuvenating properties, Punarnava supports kidney and liver function and reduces swelling.","Madhura, Tikta, Kashaya","Laghu, Ruksha",Ushna,Madhura,"Mutrala, Shothahara, rasayan","Pitta, Kapha",Vata,False,"Anti-inflammatory, Rejuvenation, Urinary","Anti-inflammatory; Known for its diuretic and rejuvenating properties, Punarnava supports kidney and liver function and reduces swelling.; Rejuvenation; Urinary","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/punarnava.html,0,1,1,1,0,0
Vacha,,,"Sweet flag is a powerful herb for the mind, improving speech, intelligence, and clearing toxins from the nervous system.","Katu, Tikta","Laghu, Tikshna",Ushna,Katu,"Medhya, Sanjnasthapana, Krimighna","Vata, Kapha",Pitta,False,"Anti-parasitic, Neurological","Anti-parasitic; Neurological; Sweet flag is a powerful herb for the mind, improving speech, intelligence, and clearing toxins from the nervous system.","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/vacha.html,1,0,1,0,1,0
Hingu,,,"Asafoetida is a potent digestive stimulant that alleviates gas, bloating, and abdominal pain. Excellent for Vata dosha.",Katu,"Laghu, Snigdha, Tikshna",Ushna,Katu,"Deepana, Pachana, Shoolaghna, Vatanulomana","Vata, Kapha",Pitta,False,"Analgesic, Digestive","Analgesic; Asafoetida is a potent digestive stimulant that alleviates gas, bloating, and abdominal pain. Excellent for Vata dosha.; Digestive","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/hingu.html,1,0,1,0,1,0
Jeeraka,,,"Cumin seeds are a superb digestive aid, improving absorption and relieving gas and cramps.",Katu,"Laghu, Ruksha",Ushna,Katu,"Deepana, Pachana, Grahi","Vata, Kapha",Pitta,False,Digestive,"Cumin seeds are a superb digestive aid, improving absorption and relieving gas and cramps.; Digestive","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/jeeraka.html,1,0,1,0,1,0
Dhanyaka,,,"Coriander is a cooling digestive herb that soothes an irritated gut, relieves thirst, and pacifies Pitta dosha.","Kashaya, Tikta","Laghu, Snigdha",Ushna,Madhura,"Deepana, Pachana, Mutrala, Jwaraghna",tridosha,,True,"Anti-pyretic, Digestive, Urinary","Anti-pyretic; Coriander is a cooling digestive herb that soothes an irritated gut, relieves thirst, and pacifies Pitta dosha.; Digestive; Urinary","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/dhanyaka.html,1,1,1,0,0,0
Methi,,,"Fenugreek seeds are used to balance blood sugar, improve digestion, and support lactation.","Tikta, Katu","Laghu, Snigdha",Ushna,Katu,"Deepana, Vatanulomana, Balya","Vata, Kapha",Pitta,False,"Digestive, Strengthening","Digestive; Fenugreek seeds are used to balance blood sugar, improve digestion, and support lactation.; Strengthening","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/methi.html,1,0,1,0,1,0
Shallaki,,,Boswellia serrata is a powerful anti-inflammatory herb used to support joint health and relieve arthritic pain.,"Kashaya, Tikta","Laghu, Ruksha",Sheeta,Katu,"Shothahara, Grahi, Vedanasthapana","Pitta, Kapha",Vata,False,"Analgesic, Anti-inflammatory, Digestive",Analgesic; Anti-inflammatory; Boswellia serrata is a powerful anti-inflammatory herb used to support joint health and relieve arthritic pain.; Digestive,"Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/shallaki.html,0,1,1,1,0,0
Jyotishmati,,,"Known as the 'intellect tree', its oil is used to sharpen memory and improve cognitive function.","Katu, Tikta","Tikshna, Sara",Ushna,Katu,"Medhya, Virechana, Deepana","Vata, Kapha",Pitta,False,"Digestive, Neurological, Purgative","Digestive; Known as the 'intellect tree', its oil is used to sharpen memory and improve cognitive function.; Neurological; Purgative","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/jyotishmati.html,1,0,1,0,1,0
Japa,,,"Hibiscus flower is used to purify blood, support hair health, and cool the body, making it excellent for Pitta.","Kashaya, Madhura","Laghu, Ruksha",Sheeta,Katu,"Keshya, Raktashodhak, Hridaya","Pitta, Kapha",Vata,False,"Blood Purification, Cardiac","Blood Purification; Cardiac; Hibiscus flower is used to purify blood, support hair health, and cool the body, making it excellent for Pitta.","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/japa.html,0,1,1,1,0,0
Kamala,,,The sacred Lotus has cooling properties and is used in bleeding disorders and to calm the mind and heart.,"Madhura, Kashaya","Laghu, Snigdha",Sheeta,Madhura,"Hridaya, Varnya, Grahi","Pitta, Kapha",Vata,False,"Cardiac, Dermatological, Digestive",Cardiac; Dermatological; Digestive; The sacred Lotus has cooling properties and is used in bleeding disorders and to calm the mind and heart.,"Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/kamala.html,0,1,1,1,0,0
Ketaki,,,Kewra flower is used in Ayurveda for its aromatic properties and to support brain and nerve health.,"Tikta, Madhura",Laghu,Ushna,Katu,"Medhya, Chakshushya","Pitta, Kapha",Vata,False,"Neurological, Ophthalmological",Kewra flower is used in Ayurveda for its aromatic properties and to support brain and nerve health.; Neurological; Ophthalmological,"Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/ketaki.html,0,1,1,1,0,0
Atasi,,,"Flax seeds are a rich source of healthy fats, used to balance Vata, lubricate the intestines, and support skin health.",Madhura,"Guru, Snigdha",Ushna,Katu,"Balya, Vatahara, Varnya",Vata,"Pitta, Kapha",False,"Dermatological, Strengthening","Dermatological; Flax seeds are a rich source of healthy fats, used to balance Vata, lubricate the intestines, and support skin health.; Strengthening","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; May aggravate Kapha dosha; avoid in congestion, obesity, lethargy conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/atasi.html,1,0,0,0,1,1
Tila,,,"Sesame seeds and their oil are profoundly nourishing, especially for Vata dosha, supporting bone, skin, and hair health.","Madhura, Kashaya","Guru, Snigdha",Ushna,Madhura,"Balya, Keshya, Vrishya",Vata,"Pitta, Kapha",False,"Reproductive, Strengthening","Reproductive; Sesame seeds and their oil are profoundly nourishing, especially for Vata dosha, supporting bone, skin, and hair health.; Strengthening","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; May aggravate Kapha dosha; avoid in congestion, obesity, lethargy conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/tila.html,1,0,0,0,1,1
Brihati,,,"A member of the Dashamoola, Brihati is used to support respiratory health and is effective in treating cough and cold.","Katu, Tikta","Laghu, Ruksha",Ushna,Katu,"Kasahara, Shothahara, Deepana","Vata, Kapha",Pitta,False,"Anti-inflammatory, Digestive, Respiratory","A member of the Dashamoola, Brihati is used to support respiratory health and is effective in treating cough and cold.; Anti-inflammatory; Digestive; Respiratory","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/brihati.html,1,0,1,0,1,0
Gokshura,,,"Tribulus terrestris is a renowned tonic for the urinary system, supporting kidney and bladder health, and acts as an aphrodisiac.",Madhura,"Guru, Snigdha",Sheeta,Madhura,"Mutrala, Vrishya, rasayan, Shothahara","Vata, Pitta",Kapha,False,"Anti-inflammatory, Rejuvenation, Reproductive, Urinary","Anti-inflammatory; Rejuvenation; Reproductive; Tribulus terrestris is a renowned tonic for the urinary system, supporting kidney and bladder health, and acts as an aphrodisiac.; Urinary","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Kapha dosha; avoid in congestion, obesity, lethargy conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/gokshura.html,1,1,0,0,0,1
Hamsapadi,,,A lesser-known but potent herb used for blood purification and as a tonic for the nervous system.,"Tikta, Kashaya","Laghu, Ruksha",Sheeta,Katu,"Raktashodhak, Medhya","Pitta, Kapha",Vata,False,"Blood Purification, Neurological",A lesser-known but potent herb used for blood purification and as a tonic for the nervous system.; Blood Purification; Neurological,"Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/hamsapadi.html,0,1,1,1,0,0
Lavanga,,,"Clove is a powerful aromatic herb that acts as a pain reliever, especially for toothaches, and stimulates digestion.","Katu, Tikta","Laghu, Tikshna",Sheeta,Katu,"Deepana, Shoolaghna, Kasahara","Vata, Kapha",Pitta,False,"Analgesic, Digestive, Respiratory","Analgesic; Clove is a powerful aromatic herb that acts as a pain reliever, especially for toothaches, and stimulates digestion.; Digestive; Respiratory","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/lavanga.html,1,0,1,0,1,0
Nagakesara,,,Used primarily in bleeding disorders due to its astringent and hemostatic properties. It is also good for the skin.,Kashaya,"Laghu, Ruksha",Ushna,Katu,"Raktastambhana, Deepana","Pitta, Kapha",Vata,False,Digestive,Digestive; Used primarily in bleeding disorders due to its astringent and hemostatic properties. It is also good for the skin.,"Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/nagakesara.html,0,1,1,1,0,0
Sarpagandha,,,"Indian snakeroot is a powerful herb for managing high blood pressure and calming anxiety, but should be used with caution.",Tikta,Ruksha,Ushna,Katu,"Nidrajanana, Raktachapashamaka","Vata, Kapha",Pitta,False,General Wellness,"Indian snakeroot is a powerful herb for managing high blood pressure and calming anxiety, but should be used with caution.","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation",/p/sarpagandha.html,1,0,1,0,1,0
