name,latin_name,hindi_name,preview,rasa,guna,virya,vipaka,prabhava,therapeutic_uses,category,contraindications,pacify_dosha,aggravate_dosha,tridosha,source_url
Katphala,,,"Myrica esculenta bark is used for respiratory ailments like cough, cold, and fever.","Kashaya, Tikta, Katu","Laghu, Tikshna",Ushna,Katu,"Jwaraghna, Kasahara","Anti-pyretic; Myrica esculenta bark is used for respiratory ailments like cough, cold, and fever.; Respiratory","Anti-pyretic, Respiratory","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Vata, Kapha",Pitta,False,/p/katphala.html
Krishna Jeeraka,,,"Black Cumin (Carum carvi) is a powerful digestive and carminative, stronger than regular cumin.",Katu,"Laghu, Ruksha",Ushna,Katu,"Deepana, Chakshushya","Black Cumin (Carum carvi) is a powerful digestive and carminative, stronger than regular cumin.; Digestive; Ophthalmological","Digestive, Ophthalmological","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Vata, Kapha",Pitta,False,/p/krishna-jeeraka.html
Murva,,,"Marsdenia tenacissima is a bitter tonic used for fever, skin diseases and purifying blood.",Tikta,Guru,Ushna,Katu,"Raktashodhak, Jwaraghna","Anti-pyretic; Blood Purification; Marsdenia tenacissima is a bitter tonic used for fever, skin diseases and purifying blood.","Anti-pyretic, Blood Purification","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Kapha, Pitta",Vata,False,/p/murva.html
Paribhadra,,,"Erythrina variegata is used for its anti-inflammatory and nervine sedative properties, especially in Vata disorders.","Tikta, Katu",Laghu,Ushna,Katu,"Krimighna, Vatahara","Anti-parasitic; Erythrina variegata is used for its anti-inflammatory and nervine sedative properties, especially in Vata disorders.",Anti-parasitic,"Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Vata, Kapha",Pitta,False,/p/paribhadra.html
Shyonaka,,,"A key ingredient of Dashamoola, Oroxylum indicum is an astringent and anti-inflammatory used in diarrhea and arthritis.","Kashaya, Tikta","Laghu, Ruksha",Ushna,Katu,"Grahi, Deepana, Shothahara","A key ingredient of Dashamoola, Oroxylum indicum is an astringent and anti-inflammatory used in diarrhea and arthritis.; Anti-inflammatory; Digestive","Anti-inflammatory, Digestive","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Vata, Kapha",Pitta,False,/p/shyonaka.html
Alabu,,,"Bottle Gourd is a cooling, calming vegetable that is very easy to digest, making it ideal for convalescence.",Madhura,"Guru, Ruksha",Sheeta,Madhura,"Hridaya, Balya","Bottle Gourd is a cooling, calming vegetable that is very easy to digest, making it ideal for convalescence.; Cardiac; Strengthening","Cardiac, Strengthening","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; May aggravate Kapha dosha; avoid in congestion, obesity, lethargy conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation",Pitta,"Vata, Kapha",False,/p/alabu.html
Vriddhadaru,,,"Argyreia nervosa is a potent rejuvenative and aphrodisiac, enhancing strength and vitality.","Madhura, Tikta","Laghu, Snigdha",Ushna,Madhura,"rasayan, Vrishya, Medhya","Argyreia nervosa is a potent rejuvenative and aphrodisiac, enhancing strength and vitality.; Neurological; Rejuvenation; Reproductive","Neurological, Rejuvenation, Reproductive","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Vata, Kapha",Pitta,False,/p/vriddhadaru.html
Narikela,,,"Coconut is highly nourishing, cooling, and strength-promoting, pacifying Vata and Pitta.",Madhura,"Guru, Snigdha",Sheeta,Madhura,"Balya, Brimhaniya, Vrishya","Coconut is highly nourishing, cooling, and strength-promoting, pacifying Vata and Pitta.; Nutritive; Reproductive; Strengthening","Nutritive, Reproductive, Strengthening","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Kapha dosha; avoid in congestion, obesity, lethargy conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Vata, Pitta",Kapha,False,/p/narikela.html
Talamuli,,,"Curculigo orchioides is an aphrodisiac and uterine tonic, similar in properties to Shatavari.",Madhura,"Guru, Snigdha",Ushna,Madhura,"Vrishya, Balya, rasayan","Curculigo orchioides is an aphrodisiac and uterine tonic, similar in properties to Shatavari.; Rejuvenation; Reproductive; Strengthening","Rejuvenation, Reproductive, Strengthening","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Kapha dosha; avoid in congestion, obesity, lethargy conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Vata, Pitta",Kapha,False,/p/talamuli.html
Saireyaka,,,"Barleria prionitis is used for skin diseases, swelling, and oral health issues like bleeding gums.","Tikta, Madhura",Snigdha,Ushna,Katu,"Kushtaghna, Keshya","Barleria prionitis is used for skin diseases, swelling, and oral health issues like bleeding gums.; Dermatological",Dermatological,"Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Kapha, Vata",Pitta,False,/p/saireyaka.html
Yavakshara,,,"An alkaline preparation from Barley, used as a diuretic and to treat urinary calculi and abdominal bloating.",Lavana,"Laghu, Tikshna",Ushna,Katu,"Mutrala, Deepana, Ashmaribhedana","An alkaline preparation from Barley, used as a diuretic and to treat urinary calculi and abdominal bloating.; Digestive; Urinary","Digestive, Urinary","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Kapha, Vata",Pitta,False,/p/yavakshara.html
Varahikanda,,,"Dioscorea bulbifera is a rejuvenative tonic (rasayana) that enhances strength, immunity, and acts as an aphrodisiac.",Madhura,"Guru, Snigdha",Ushna,Madhura,"rasayan, Vrishya, Balya","Dioscorea bulbifera is a rejuvenative tonic (rasayana) that enhances strength, immunity, and acts as an aphrodisiac.; Rejuvenation; Reproductive; Strengthening","Rejuvenation, Reproductive, Strengthening","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Vata, Kapha",Pitta,False,/p/varahikanda.html
Ankola,,,Alangium salviifolium is used in Ayurveda for its anti-venom properties and in treating skin diseases.,"Tikta, Katu","Laghu, Snigdha",Ushna,Katu,"Vishaghna, Krimighna",Alangium salviifolium is used in Ayurveda for its anti-venom properties and in treating skin diseases.; Anti-parasitic; Anti-toxic,"Anti-parasitic, Anti-toxic","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Kapha, Vata",Pitta,False,/p/ankola.html
Changeri,,,Indian Sorrel is used for digestive ailments like IBS and malabsorption due to its sour taste and digestive properties.,Amla,"Laghu, Ruksha",Ushna,Amla,"Grahi, Deepana",Digestive; Indian Sorrel is used for digestive ailments like IBS and malabsorption due to its sour taste and digestive properties.,Digestive,"Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Vata, Kapha",Pitta,False,/p/changeri.html
Koshataki,,,Luffa is a bitter vegetable used to cleanse the liver and purify the blood.,Tikta,"Laghu, Ruksha",Ushna,Katu,"Yakrituttejaka, Virechana",Hepatoprotective; Luffa is a bitter vegetable used to cleanse the liver and purify the blood.; Purgative,"Hepatoprotective, Purgative","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Pitta, Kapha",Vata,False,/p/koshataki.html
Tanduliyaka,,,"Amaranth is a cooling herb used to treat toxicity, bleeding disorders, and purify the blood.",Madhura,"Laghu, Ruksha",Sheeta,Madhura,"Vishaghna, Raktapittahara","Amaranth is a cooling herb used to treat toxicity, bleeding disorders, and purify the blood.; Anti-toxic",Anti-toxic,"Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Pitta, Kapha",Vata,False,/p/tanduliyaka.html
Ingudi,,,"Balanites roxburghii is used for its anti-microbial and anti-inflammatory properties, especially in skin diseases.","Tikta, Katu","Tikshna, Snigdha",Ushna,Katu,"Krimighna, Kushtaghna","Anti-parasitic; Balanites roxburghii is used for its anti-microbial and anti-inflammatory properties, especially in skin diseases.; Dermatological","Anti-parasitic, Dermatological","Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Kapha, Vata",Pitta,False,/p/ingudi.html
Karanja Taila,,,Oil prepared from Karanja seeds is a powerful antiseptic and is used topically for a wide range of skin diseases.,"Tikta, Katu",Tikshna,Ushna,Katu,"Kushtaghna, Vranaropana",Dermatological; Oil prepared from Karanja seeds is a powerful antiseptic and is used topically for a wide range of skin diseases.,Dermatological,"Use with caution in Pitta aggravation, high acidity, inflammatory conditions; May aggravate Pitta dosha; avoid in burning sensation, ulcers, bleeding disorders; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Kapha, Vata",Pitta,False,/p/karanja-taila.html
Nimba Taila,,,"Neem oil is a potent anti-fungal, anti-bacterial, and anti-septic oil used for skin infections and as an insecticide.",Tikta,Laghu,Sheeta,Katu,"Kushtaghna, Krimighna, Jwaraghna","Anti-parasitic; Anti-pyretic; Dermatological; Neem oil is a potent anti-fungal, anti-bacterial, and anti-septic oil used for skin infections and as an insecticide.","Anti-parasitic, Anti-pyretic, Dermatological","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Vata dosha; avoid in dry skin, constipation, anxiety conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Pitta, Kapha",Vata,False,/p/nimba-taila.html
Jivaka,,,"One of the eight 'Ashtavarga' herbs, Jivaka is a vital rejuvenative tonic, often substituted with other herbs today.",Madhura,"Guru, Snigdha",Sheeta,Madhura,"rasayan, Vrishya, Jivaniya","One of the eight 'Ashtavarga' herbs, Jivaka is a vital rejuvenative tonic, often substituted with other herbs today.; Rejuvenation; Reproductive","Rejuvenation, Reproductive","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Kapha dosha; avoid in congestion, obesity, lethargy conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Vata, Pitta",Kapha,False,/p/jivaka.html
Rishabhaka,,,"Another Ashtavarga herb, Rishabhaka is a powerful tonic for building tissues and promoting vitality.",Madhura,"Guru, Snigdha",Sheeta,Madhura,"rasayan, Vrishya, Brimhaniya","Another Ashtavarga herb, Rishabhaka is a powerful tonic for building tissues and promoting vitality.; Nutritive; Rejuvenation; Reproductive","Nutritive, Rejuvenation, Reproductive","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Kapha dosha; avoid in congestion, obesity, lethargy conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Vata, Pitta",Kapha,False,/p/rishabhaka.html
Meda,,,An Ashtavarga herb that nourishes the fatty tissues (Meda Dhatu) and acts as a general tonic.,Madhura,"Guru, Snigdha",Sheeta,Madhura,"rasayan, Brimhaniya",An Ashtavarga herb that nourishes the fatty tissues (Meda Dhatu) and acts as a general tonic.; Nutritive; Rejuvenation,"Nutritive, Rejuvenation","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Kapha dosha; avoid in congestion, obesity, lethargy conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Vata, Pitta",Kapha,False,/p/meda.html
Kakoli,,,"From the Ashtavarga group, Kakoli is a cooling, nourishing tonic used in rejuvenative and aphrodisiac formulas.",Madhura,"Guru, Snigdha",Sheeta,Madhura,"rasayan, Vrishya, Jivaniya","From the Ashtavarga group, Kakoli is a cooling, nourishing tonic used in rejuvenative and aphrodisiac formulas.; Rejuvenation; Reproductive","Rejuvenation, Reproductive","Use with caution in Kapha aggravation, cold conditions, low digestive fire; May aggravate Kapha dosha; avoid in congestion, obesity, lethargy conditions; Consult an Ayurvedic practitioner before use during pregnancy or lactation","Vata, Pitta",Kapha,False,/p/kakoli.html
